Dosya Adı,Etiket,SRO,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
NON AI COVER_24_97.wav,NON AI COVER,0.029215419501133787,647.6298256527434,992.6123461797052,1052.6845296223958,-325.48285,190.2113,35.40286,34.98953,0.6748559,8.103692,-6.979948,-4.602508,-19.60309,-8.2937355,-4.3227396,-8.0500145,-7.325983,-8.751396,-22.065102,-11.558433,3.8624034,-6.9020634,-17.000174,-11.799216
NON AI COVER_19_152.wav,NON AI COVER,0.07224489795918368,1718.7402404491904,2120.9336374073646,3380.3141276041665,-88.05832,116.61001,-11.599288,2.4907672,-0.15887196,-6.3603992,8.862935,9.440144,-25.126823,6.5924497,0.7543476,-10.633779,1.1770532,-5.766133,-15.723678,-2.3418162,-8.431933,-2.825998,-2.7046645,-10.401893
NON AI COVER_23_272.wav,NON AI COVER,0.14017233560090703,3010.111297060729,2708.408322825515,6167.7174886067705,-37.168995,54.56277,-2.5477238,47.940773,9.251642,13.037365,6.595571,11.829921,1.1545243,7.914038,-0.6280095,7.466726,3.00475,4.10131,1.783341,2.820976,-4.355642,0.44777068,-1.974834,2.79085
NON AI COVER_19_182.wav,NON AI COVER,0.04756462585034014,1154.4279644171852,1547.7686572398186,2369.6492513020835,-223.50476,150.46414,5.2529716,6.208298,11.436297,5.4803553,3.121593,14.420393,10.969489,1.2113823,-2.341194,9.05499,5.8918447,1.4202704,4.065002,5.11946,0.27243608,4.585078,-1.0453423,-3.1021059
NON AI COVER_23_270.wav,NON AI COVER,0.1553106575963719,2975.2664210097387,2569.5619022433293,5841.379801432292,-22.44757,61.32434,-9.2669325,45.45657,1.9803938,19.612282,6.3747005,6.013205,0.30271015,5.117878,-2.5488849,7.4413576,-1.1652122,0.7251987,-1.5860666,1.0560143,-4.8657007,-1.1916002,-0.7236824,4.3697953
NON AI COVER_19_180.wav,NON AI COVER,0.03123809523809524,1134.749269920174,1819.400011850361,2466.100056966146,-374.76883,130.13002,-6.175753,29.37346,17.907501,11.923433,1.7368464,10.471478,7.7213573,0.7676464,-1.8384131,5.417103,0.347747,5.6938996,0.94119877,8.823301,7.771938,11.697667,3.6827788,-0.544587
NON AI COVER_23_20.wav,NON AI COVER,0.12829024943310657,2718.1729484419466,2569.9890148124714,5705.1523844401045,-13.703711,73.12376,2.7549365,51.90654,6.925521,21.378584,3.3357096,7.06158,-0.22625959,6.577936,-0.54489416,12.092285,1.2815603,2.049447,1.0057471,6.2024198,-0.85930514,5.0703306,0.7089588,-1.5876434
NON AI COVER_10_159.wav,NON AI COVER,0.10343764172335601,2126.789736545572,2373.383094840909,4223.099772135417,-188.23564,121.45074,-26.21205,0.7522025,19.836622,-30.606663,6.6249056,-9.308441,-13.831615,12.234646,-12.749067,6.575347,-3.053954,-1.1433743,-8.617991,2.9637232,-15.6641865,-0.16306326,-7.883323,-3.601605
NON AI COVER_1_3.wav,NON AI COVER,0.1328344671201814,3039.1246309064773,2875.2015720493673,6434.3902587890625,16.23259,59.11935,3.4368641,38.123455,11.632592,13.997206,3.2110682,6.8839407,7.8708363,9.50718,2.1670651,8.104015,4.443341,1.9739634,-2.9954195,-0.34229523,-2.0482235,1.6176463,-1.1764922,1.6249971
NON AI COVER_17_86.wav,NON AI COVER,0.19007709750566892,3509.335426222005,3022.5121048174824,7193.0369059244795,1.1792893,36.477703,6.452986,34.556957,10.993794,9.003803,6.1909046,7.340389,9.039124,6.9008665,-0.9029818,-2.0235853,-0.62737757,6.983178,4.0008383,6.4565496,-2.8383899,1.662824,1.2105484,6.150806
NON AI COVER_10_60.wav,NON AI COVER,0.0607891156462585,1770.7610529627898,2174.004813373234,3853.546142578125,-229.89139,111.33885,7.634284,32.297928,-4.8382235,0.59243155,3.2526088,11.561312,-22.138306,-5.640314,0.35942003,-6.1294827,-0.5043663,3.886075,-6.8352885,5.4292827,-3.6886675,2.6312494,-3.750401,-3.9512255
NON AI COVER_9_128.wav,NON AI COVER,0.09838548752834467,1991.9836272732948,2146.520341236112,4080.292765299479,-35.763714,113.07266,-18.794085,13.329098,-8.186931,7.7310905,0.3408196,4.1842365,-17.047092,1.1007783,-0.65353495,0.56190705,0.15928859,3.5845716,-7.6139345,1.9271151,-2.7816818,1.1715848,-3.696732,-0.19207294
NON AI COVER_17_62.wav,NON AI COVER,0.07616326530612245,2188.672288318315,2667.551518586819,5022.6694742838545,-66.39096,86.74395,14.52335,30.87816,13.507164,10.599878,12.135218,5.4345202,7.634702,5.310212,2.3329904,-1.2050041,-7.504534,-1.0947077,-1.4384882,5.1396656,-2.499309,0.052159205,-15.337487,-3.943138
NON AI COVER_23_316.wav,NON AI COVER,0.15653514739229024,3061.630720721947,2545.721507127673,5744.679768880208,-104.20702,37.621796,-10.449825,67.89921,19.028587,13.504028,2.9639966,13.8114605,2.1046426,-0.06998812,5.6493073,1.9324784,-5.468567,-3.6935363,-3.0919652,2.3111284,-4.018245,-0.94531393,0.605093,-2.9254076
NON AI COVER_8_67.wav,NON AI COVER,0.1251609977324263,3066.010234015063,2952.053133622043,6870.587158203125,8.456453,58.7147,6.986923,12.52376,3.587608,5.588902,0.4523753,9.531819,4.206974,13.210838,-3.3209054,4.8571324,1.8858515,0.21490167,1.0347527,10.94896,6.4211407,4.5036335,2.3199806,5.2533727
NON AI COVER_17_95.wav,NON AI COVER,0.10136961451247166,2854.714301016615,3163.310599250221,7179.52880859375,-62.537704,69.88876,25.86511,25.266418,35.653023,-7.5342956,-5.954958,5.036617,-8.593953,6.8556757,7.590099,-5.1248493,-2.5485027,-3.1671188,-5.19437,1.8844604,-8.995444,1.4045007,-6.5057487,-6.1987476
NON AI COVER_19_66.wav,NON AI COVER,0.19725170068027212,3317.985779504076,2719.6455959131877,6513.7440999348955,6.2359185,48.970036,-6.0278664,20.59917,-9.438317,11.509574,5.736887,7.4207773,-11.396046,0.8708585,5.3749695,10.281353,7.673531,7.932502,-2.3752124,-2.7926602,-6.730692,2.9406323,-4.672904,-2.8235989
NON AI COVER_8_49.wav,NON AI COVER,0.20573242630385488,3113.468550424248,2237.401370910363,5447.102864583333,-363.61053,14.29923,-14.103386,18.181519,1.4650464,-11.125231,-4.5218954,2.350795,4.001121,2.5113435,-3.5277202,-0.22351144,-4.0854373,-1.9102979,-4.1277447,-3.1920364,1.5841025,3.9423976,9.7719965,14.044948
NON AI COVER_17_107.wav,NON AI COVER,0.14054421768707484,3281.6433037579236,3427.8697270095927,7980.8929443359375,-62.367928,61.22126,47.523975,26.922163,23.597197,-5.52811,2.3860483,10.407622,0.89965314,-6.462186,6.285237,3.5581405,-8.231887,2.3019667,-5.4441204,2.2261696,4.393105,2.320133,2.646325,-0.1674631
NON AI COVER_17_52.wav,NON AI COVER,0.15908390022675736,3211.8257200145777,2947.95496481022,6887.235514322917,-14.868329,58.717625,5.2262793,25.012892,6.2847085,-11.038918,-4.3697042,-1.6016874,-3.006146,-1.2629149,-11.606429,-6.340461,-2.0973263,3.7688177,-0.48133427,9.111637,-2.3106315,-0.7586082,-8.036558,-3.2780106
NON AI COVER_24_112.wav,NON AI COVER,0.04308390022675737,977.3406569162545,1425.23922692645,1678.9418538411458,-271.1055,152.22736,5.3185415,34.221325,7.7587676,11.119751,-3.521475,1.4486705,-8.531707,-2.7124848,0.16956626,-2.4329755,-8.117278,-8.083683,-7.03959,-2.635934,1.7402909,1.722741,5.221893,6.066205
NON AI COVER_23_271.wav,NON AI COVER,0.1572517006802721,3058.36584606849,2675.947394975348,6088.8621012369795,-29.633102,56.130997,-4.0004306,46.93422,7.6915274,8.995662,2.2884283,11.986846,3.668383,9.89823,-2.1279082,7.125114,4.9690123,1.8373725,-2.3577452,-0.5367137,-3.3946302,0.13744555,0.27668735,4.5379324
NON AI COVER_23_242.wav,NON AI COVER,0.14461678004535147,3098.927584389353,2676.80104791531,6067.4285888671875,-129.80959,40.102665,-1.0065877,64.95771,18.40049,15.87245,2.705087,11.666757,4.854603,2.3047185,3.734514,0.7987801,-3.8513947,-4.0169196,-4.430607,1.9237603,-3.9275959,2.6212797,-2.723623,-3.6697774
NON AI COVER_19_55.wav,NON AI COVER,0.08537868480725623,1671.8005557442755,2109.5117652595186,3274.492390950521,-156.39326,112.71942,16.883715,2.8029149,-0.5644225,13.600747,3.8290913,14.33845,-0.3629433,9.878082,5.893307,6.794413,-2.074766,-5.645794,-9.42374,-10.625846,-16.457592,0.7891048,5.7739296,-1.5603594
NON AI COVER_8_221.wav,NON AI COVER,0.058993197278911565,1505.223325827229,2090.4058341458676,3114.4388834635415,-87.46717,132.3993,5.0336146,20.665646,21.271605,8.295058,8.411432,3.6342025,9.453072,4.6035404,-12.713093,9.084553,-4.4064627,7.589854,-5.2650976,0.9488916,1.1008428,7.8195286,5.2128577,10.560265
NON AI COVER_8_121.wav,NON AI COVER,0.22151473922902495,3553.427621152245,2489.913892324092,6237.351481119792,-92.34611,18.552835,-43.948593,-0.62543404,-25.342918,-6.190918,-4.0123935,-4.291221,-2.7951066,-3.4757993,-7.2415037,-3.6115396,-6.6470485,-1.9603492,-9.469822,2.903029,-2.7522018,0.5404249,-4.11,-0.9981027
NON AI COVER_19_103.wav,NON AI COVER,0.07912018140589569,1538.2046443738425,1807.099468629279,3119.7224934895835,-107.96081,131.25179,-4.372603,50.044487,-0.707275,-7.8336444,-3.541477,15.150551,-16.993053,6.915752,-2.592004,-2.532248,13.510671,-3.216241,-13.362275,0.62862766,-6.2371745,5.452041,-6.5546527,-6.0728126
NON AI COVER_10_0.wav,NON AI COVER,0.06411791383219954,1435.048838401854,1659.3185532289115,2803.154500325521,-329.24878,136.29305,-9.796548,24.636375,-4.120976,4.70117,-7.128697,2.7360394,-0.93944746,8.003165,1.9116648,5.095648,-2.4305377,-0.08277045,-4.8746777,-2.5098262,-2.3938801,0.006322225,-8.554097,-7.681888
NON AI COVER_23_125.wav,NON AI COVER,0.1669206349206349,3271.916916815006,2624.3102617142645,6180.128987630208,-29.84922,34.177452,-7.663151,59.747086,13.205365,20.07087,4.6197863,11.418703,-3.4223404,4.26765,-0.5675313,1.7175802,-4.2267365,-2.6443646,-4.3041897,-1.7378558,-9.040648,0.43071026,-3.3910427,-2.4563503
NON AI COVER_12_10.wav,NON AI COVER,0.17312471655328798,2435.2552919812547,1712.3781780857623,4061.650594075521,-109.38485,82.47067,-76.80931,42.970577,3.05602,12.847979,2.556662,-0.6029461,10.238641,9.283466,9.986835,-1.628055,-7.3101616,-3.3538043,-3.65454,5.2898173,-8.440306,1.7733893,-13.614154,3.914172
NON AI COVER_15_22.wav,NON AI COVER,0.09217233560090703,2224.9066448826716,2551.8685483716777,5139.3076578776045,-96.94079,89.06461,14.889709,35.82678,-1.0513175,1.4542382,1.423181,14.830489,-7.4819117,0.4382334,-0.6266133,-8.152894,-4.911571,1.7618082,1.2265203,1.4865313,-4.009147,2.7799525,-0.67655915,-0.09595546
NON AI COVER_8_198.wav,NON AI COVER,0.14672108843537415,3259.2719213274563,2935.4269948749493,7016.4845784505205,12.816152,52.208088,2.5183032,21.69651,7.533012,-9.658197,-7.391694,2.519337,-4.327968,17.095646,-1.6233026,10.914083,2.1412885,3.8786643,1.0107591,0.11741454,5.7081876,5.440189,0.50886816,7.918091
NON AI COVER_23_294.wav,NON AI COVER,0.12745578231292518,2907.3242818112476,2804.996294019403,6207.5937906901045,5.913935,62.959602,-1.6850557,35.624176,15.239337,12.797536,5.296188,10.857506,4.6336055,7.227781,1.9631677,4.845424,-1.3642154,-1.3142222,-3.9247527,0.7886729,-3.6630626,3.175779,-0.3863168,2.9565675
NON AI COVER_10_102.wav,NON AI COVER,0.08484353741496599,1607.4966666544194,1758.1445986202552,3018.83544921875,-230.162,128.72795,-19.612337,46.49126,21.90529,-16.150124,-25.105112,14.10321,-22.669968,-8.434237,13.958171,-29.923784,-4.3287735,1.5608889,-14.171764,8.046752,-4.478412,-7.0190454,-2.2782187,-0.59317344
NON AI COVER_23_274.wav,NON AI COVER,0.11006802721088435,2243.8070093696797,2223.439624809733,4607.50732421875,-25.249386,98.68837,-19.962637,50.100224,0.7578054,6.2164207,-4.27052,2.695402,-11.472503,-0.28211486,-2.0450711,-4.2679524,-4.9667563,1.9506029,-6.302435,3.6121871,-9.124514,3.3702793,-4.9606752,-6.348495
NON AI COVER_8_118.wav,NON AI COVER,0.059365079365079364,1547.225637714261,1974.0200420360027,3215.8243815104165,-157.20486,107.95142,10.035634,16.958809,1.0161673,20.655535,7.568598,18.99745,5.675231,0.398962,2.556932,22.038261,19.98685,10.906284,2.8413177,4.9467773,1.6699456,7.7811255,-8.188794,-9.814815
NON AI COVER_8_256.wav,NON AI COVER,0.14583219954648527,2449.959889745226,1893.310375213809,4375.2777099609375,-174.63002,55.001328,-60.572163,-14.989748,-19.87798,-6.112232,-17.7985,-3.8892946,0.5124989,5.798541,-5.314206,-0.86928505,-1.5393074,2.3283741,-5.1755614,-10.019309,-2.604675,-5.192672,2.6495924,13.4032955
NON AI COVER_19_82.wav,NON AI COVER,0.07052154195011338,1828.6344651560996,2249.383444218869,4121.1659749348955,-99.34048,105.55621,3.2791262,39.618732,7.8953147,14.039227,-3.8570218,13.071132,-12.892311,7.704807,5.5287924,-4.6460776,2.2428355,3.4672592,-2.5568879,4.1960845,-5.1110168,4.4338818,3.8941848,4.919149
NON AI COVER_10_157.wav,NON AI COVER,0.09063945578231293,2221.4644116385866,2651.7950901395407,4831.8613688151045,-248.05594,130.837,-4.0097446,-32.051357,26.307732,-18.98176,5.289927,3.438784,-8.267749,10.610842,-5.801889,5.924392,-12.138088,6.7297792,-11.364947,1.3675574,-8.919914,-2.788486,-11.190223,-3.4925945
NON AI COVER_10_243.wav,NON AI COVER,0.1540952380952381,2523.8001602682116,2151.5613983741814,4863.9617919921875,-80.40126,82.574524,-34.132797,40.208992,-9.8448,1.8087662,-21.098465,11.994749,-15.437993,2.0852065,-4.983299,-1.2822831,1.0529273,-5.0843987,-3.7171037,-0.95423996,-5.897878,-0.80426943,-9.84922,-8.703867
NON AI COVER_1_0.wav,NON AI COVER,0.013006802721088435,316.5488344255974,663.875229083305,515.9993489583334,-336.48785,205.93336,73.95014,21.487028,-5.209512,14.237263,15.331917,10.194417,11.238918,8.65839,-0.46536425,-1.8806249,6.205433,6.375704,-4.750341,0.5317798,2.4154782,4.3768578,2.3022578,0.4937111
NON AI COVER_9_39.wav,NON AI COVER,0.16136961451247164,2669.62798993045,2352.015563253272,4885.245768229167,-255.45439,73.966866,-29.29447,29.624435,8.553348,3.2558436,-2.2422922,-4.5842776,-10.733181,6.1672363,0.34198263,3.3225443,-4.145173,-8.920228,-4.5368643,0.35005203,-9.321559,0.49302185,-2.4040725,-2.295027
NON AI COVER_17_116.wav,NON AI COVER,0.1497777777777778,3092.819830024687,2970.9280850828454,6624.5005289713545,-17.158716,53.232536,6.8317494,31.074049,21.419302,7.234784,10.751194,8.055021,-7.617135,8.786298,13.99141,6.953783,5.740993,8.864608,5.0464625,4.2666283,-3.98729,4.757903,-0.8652243,-1.0960587
NON AI COVER_10_251.wav,NON AI COVER,0.05620861678004535,1478.4057078017884,1977.08980627292,3106.2642415364585,-292.23727,127.105484,-5.7447634,24.194237,4.5269446,1.3379016,6.8262215,-2.8643832,-5.906215,6.269452,-12.691058,-3.851828,-7.0046635,-0.6462158,1.4724683,5.7718005,-20.841028,6.6667905,-13.332452,-4.120685
NON AI COVER_2_4.wav,NON AI COVER,0.13476643990929704,2528.0934691574394,2421.164265204263,5003.7282307942705,-52.53247,82.156746,-11.673809,32.305088,9.424465,8.071484,7.3594213,12.978248,-8.67577,13.827772,-4.309387,-1.6445765,5.133736,5.8793674,-0.22421773,3.7601323,4.354811,0.43815613,-3.8266551,-5.893035
NON AI COVER_18_35.wav,NON AI COVER,0.11249886621315193,2198.661656329616,2218.044172892178,4499.5920817057295,-223.5033,98.45697,-23.775759,16.434732,-14.249455,3.96984,-7.599325,6.549288,-10.597148,4.0394473,-6.56171,-4.939919,-0.9784002,2.8724744,-2.4315526,3.690606,-9.723663,1.174426,-4.810165,-2.5552197
NON AI COVER_23_279.wav,NON AI COVER,0.14748299319727892,2635.4673012206176,2357.3444989958075,5100.179036458333,-13.4328575,76.92418,-16.413538,48.21442,-4.785882,0.05381284,-1.5589799,6.81858,-7.546262,4.171569,0.6579964,-3.2607136,-2.9225366,1.0962214,-6.2655115,-2.6707838,-10.016034,1.8968949,-5.7141333,-5.1854215
NON AI COVER_24_10.wav,NON AI COVER,0.09668934240362811,2045.7660819243044,2212.52934465014,4253.306070963542,-102.96524,105.807724,-7.615283,42.68188,-9.22242,-4.650433,-0.87127954,2.3297114,1.1039721,6.1579185,-6.558674,2.231271,-4.2540317,-2.564644,-0.3053713,1.1898383,-8.728589,1.7896619,-3.1641583,-5.055894
NON AI COVER_1_15.wav,NON AI COVER,0.13546485260770974,2897.1806840849367,2799.470908289153,6228.678385416667,64.359795,71.22041,-1.757356,25.679317,2.715525,8.64542,3.8122618,10.122535,6.89466,9.334243,3.7324016,8.151705,0.21111895,-0.18676323,-4.7843347,-1.4991193,-2.8092368,3.3489351,-2.6389487,0.45814216
NON AI COVER_17_106.wav,NON AI COVER,0.20900680272108843,3794.884350986625,3354.6507987067403,8378.509521484375,-20.972477,41.39934,25.756388,26.708794,21.627934,-8.534551,6.274201,5.7186255,1.5167516,-3.4205866,5.3529334,2.9583125,-9.351327,3.629772,-3.0892162,-2.917042,0.47806317,2.044079,0.61685073,-2.0850067
NON AI COVER_8_42.wav,NON AI COVER,0.12714739229024943,3057.6061224669374,2750.094197566016,6213.9739990234375,37.786407,58.941967,-15.343227,18.682264,1.4695474,8.148229,7.334441,6.97345,6.2991796,12.603918,-2.6457422,13.718087,1.3407393,9.8748455,3.620219,2.332403,6.7036195,7.750306,2.1454167,6.437162
NON AI COVER_22_4.wav,NON AI COVER,0.06768253968253968,2066.1520409902855,2376.75442906453,4199.8219807942705,-230.2249,79.417366,35.954056,46.227448,23.70011,-0.04357119,1.3167968,3.9245374,3.5569875,9.406327,-16.75663,7.3794746,1.9039054,6.84206,6.8480167,-2.4596975,1.9275789,4.9316096,-7.824886,1.956481
NON AI COVER_9_98.wav,NON AI COVER,0.08165079365079365,1721.1506867707956,1869.8444930681935,3411.0188802083335,-44.80202,117.41938,-36.219715,37.8544,5.949552,10.668708,4.784719,8.985767,20.722042,12.549229,7.8026385,-3.4920225,-10.724468,-6.3563232,-8.800963,10.33055,-2.213256,11.078784,4.119743,7.356531
NON AI COVER_23_78.wav,NON AI COVER,0.11074829931972789,2504.244600833477,2448.0543269224618,5098.484293619792,-62.24481,71.28314,-10.9089365,54.76517,10.855486,17.671333,9.253745,8.408878,1.7215872,7.8388753,-1.4740714,6.4471607,-0.17066133,-0.22423163,-1.9305388,0.7078247,-4.5248036,1.1735685,0.14504035,7.1428213
NON AI COVER_8_43.wav,NON AI COVER,0.1072562358276644,2963.7994775465518,2649.8167951704936,6054.7678629557295,-21.391989,38.98267,-29.747595,12.147217,-3.3463643,19.767935,3.9512296,16.567348,4.609282,7.129658,6.0086102,10.207027,3.5687258,9.77808,7.2582397,7.9756002,5.452415,7.5327787,4.1557603,8.083024
NON AI COVER_8_102.wav,NON AI COVER,0.12442630385487528,2602.56614472531,2612.9492672901197,5469.1843668619795,-23.228764,79.384834,-3.5875227,17.82976,6.5397706,10.092906,11.459456,7.4594097,5.0926275,9.466678,0.13449669,10.665116,-1.5019134,7.536076,-2.9630036,2.8614123,1.0367754,-0.08386287,3.935852,10.552721
NON AI COVER_9_47.wav,NON AI COVER,0.05555555555555555,1332.7442253310055,1554.6602937127518,3011.707560221354,-215.84773,133.23497,-6.7994204,60.585423,-43.8489,14.773997,45.47007,9.299905,-18.402147,4.7036676,11.314562,-4.6137066,-21.67578,0.92068297,9.398548,-11.299396,-5.670999,9.377714,16.642294,-14.199695
NON AI COVER_23_87.wav,NON AI COVER,0.11693424036281179,1982.369325018699,1961.6679857363488,3899.1048177083335,-173.41924,108.831184,-26.12916,56.085575,-1.9664134,-0.0072762524,-7.0827475,-11.08257,-8.526938,-5.75286,1.2294343,-3.4476175,-10.855754,4.437313,-7.048618,10.234231,-12.121146,-3.4285262,2.0646932,-8.507615
NON AI COVER_15_15.wav,NON AI COVER,0.09354195011337868,2109.695829584978,2443.903356192805,4723.148600260417,-92.14486,98.5963,0.7189511,21.918612,5.292718,15.642153,-1.7643259,3.1731257,1.561794,6.627692,-2.195006,-0.47858527,-12.004784,-6.2877903,-1.1415606,-0.5709529,-1.0095536,9.302466,2.6117556,7.11538
NON AI COVER_17_102.wav,NON AI COVER,0.14058956916099774,3471.781607317171,3499.198864219192,8312.813313802084,-39.19357,60.35938,30.657034,13.023311,35.059982,-2.9298136,-4.3786073,-5.887636,-0.15763205,-5.537571,-0.42432615,7.2123227,3.9478407,6.885558,0.6872314,0.66422755,2.7941904,9.278004,6.694794,2.0658476
NON AI COVER_10_81.wav,NON AI COVER,0.21713378684807255,3406.6728478838727,2611.45866206209,6448.8454182942705,-146.78899,38.76712,-34.34674,6.938705,-13.537592,-0.0069584316,-8.692953,0.03423493,-7.7046924,-3.5095897,-7.859144,1.074732,-2.499946,-0.9156945,-7.496063,-4.330161,-7.8796215,-3.4678054,-6.4233036,0.3399514
NON AI COVER_19_32.wav,NON AI COVER,0.12078911564625851,2430.795892712395,2647.9999297679,5411.7624918619795,-54.252666,83.52499,7.3732386,18.206066,6.1586385,9.176039,8.091956,7.9770384,-1.2680734,0.85079163,1.3514314,3.9969487,-0.029039454,3.6739233,0.022057356,3.5461996,-7.809058,-2.4674556,-4.4972405,3.5260196
NON AI COVER_8_210.wav,NON AI COVER,0.0879546485260771,2630.8693515362925,2925.86679740858,6409.318033854167,-30.863905,65.54354,17.303677,19.8479,10.908002,9.337153,1.3554832,23.71974,10.435894,17.759987,3.4673376,4.2291064,4.6299353,16.008802,10.473328,9.85017,3.4742496,9.350425,1.2178575,10.070544
NON AI COVER_8_263.wav,NON AI COVER,0.027873015873015872,2158.7091101954893,2677.6534814145234,5370.839436848958,-51.381756,79.2304,10.34243,35.534084,12.533087,14.675651,11.769149,15.537934,9.423988,11.207611,8.744478,14.158435,7.7328897,16.55067,2.3795598,9.740004,1.9658767,4.148431,-0.23050365,8.37347
NON AI COVER_24_229.wav,NON AI COVER,0.10312925170068027,1846.828732427202,1859.6457933318807,3442.072550455729,-328.306,112.810455,-44.79175,13.647764,4.454688,-6.477831,-5.176428,-7.0936646,-7.4295187,-4.4806495,-3.917676,-5.6440635,-5.0697474,2.6514547,-4.6256795,0.80934423,-8.916678,-2.0760145,-7.029984,-1.6442827
NON AI COVER_24_284.wav,NON AI COVER,0.09201814058956916,1969.8828368391619,2129.566965578203,4091.059366861979,-104.751755,106.581825,-19.311226,42.970627,1.6425192,9.817009,2.000659,6.870499,-6.5610285,3.9870594,-7.699948,2.2977984,-5.176679,1.8941671,-8.161216,-3.3570817,-9.366116,-5.5430827,-10.184867,2.718606
NON AI COVER_10_240.wav,NON AI COVER,0.1323265306122449,2397.052094259759,2126.385987381227,4627.8940836588545,-101.39689,84.45811,-31.129175,49.352196,-3.835298,2.4938402,-21.070696,7.311929,-15.200867,3.5498736,-3.8559887,0.32291776,2.8708105,-7.852725,-1.085278,0.06617242,-8.967097,0.056669023,-4.6632733,-8.973722
NON AI COVER_23_56.wav,NON AI COVER,0.1338140589569161,2795.639615194068,2438.903494195901,5412.6597086588545,-81.4957,47.810448,-16.755144,71.508965,23.090662,16.89705,2.8770032,16.20347,2.4561982,1.8272182,4.517205,3.7381895,-5.3458366,0.30418733,-5.228504,3.3792205,-3.4282413,-0.13233255,2.8009677,-2.9667313
NON AI COVER_19_146.wav,NON AI COVER,0.12044444444444445,2520.2659416962233,2414.205862117435,5130.684407552083,-64.42777,79.5753,-3.3562841,42.893475,0.2580086,-0.014682417,1.3150728,15.940845,-16.29536,8.70993,-5.660877,-8.034354,5.744535,6.6655316,-1.9341109,2.0500052,-3.1786764,2.9411302,-0.9225591,-1.2203523
NON AI COVER_18_74.wav,NON AI COVER,0.04270294784580499,1089.5186142428945,1467.8655993716038,2152.971394856771,-318.62717,159.77434,-5.2055063,48.742733,22.501768,5.243567,-9.116144,10.389067,-13.200511,5.1102915,6.3860908,-15.231701,-0.3947728,-2.2851264,-2.4814498,2.20468,-13.571594,3.4976275,-4.9059854,-2.1624634
NON AI COVER_24_166.wav,NON AI COVER,0.12008163265306122,2532.6491312961075,2321.831261739901,4814.066569010417,-48.57818,73.38067,-34.03853,31.881165,13.772875,8.634722,6.5666656,18.254175,11.052443,6.1105614,3.4909382,2.9529881,-10.887096,-2.959241,-9.080398,-5.9448085,-5.689153,-1.072898,4.1405787,8.19217
NON AI COVER_24_316.wav,NON AI COVER,0.04779138321995465,889.3588160587492,1211.602827963325,1584.8337809244792,-265.53772,166.5624,5.080273,20.794542,11.624589,9.037722,-15.938015,-13.547345,-7.19372,15.566044,9.030098,2.4203966,3.0528412,17.694054,1.4122416,-2.164457,1.6468956,-0.23765649,1.9858093,-14.245442
NON AI COVER_23_197.wav,NON AI COVER,0.10075283446712018,2696.47410995067,2613.6129724736084,5602.0721435546875,-132.4433,64.7843,-6.689237,42.42154,11.548247,29.258389,4.4761105,1.9800042,0.9704788,9.6071005,5.3981605,4.23146,-2.2036343,-4.9707556,-3.562436,0.9531067,3.165207,3.9407003,-5.827756,-0.8491185
NON AI COVER_3_6.wav,NON AI COVER,0.0487437641723356,1516.0236701534595,2046.4341935952543,3320.649210611979,-122.57641,128.04976,7.417277,36.18806,2.0237856,15.561334,-1.5532346,12.392992,-5.8530984,5.1668286,-8.142442,2.8874586,-9.143916,-3.0363574,-1.9273218,1.7818713,-12.7302065,-0.89687663,-7.2976727,-2.9707851
NON AI COVER_23_55.wav,NON AI COVER,0.19490249433106577,3080.9567429795484,2364.7432860200634,5512.001546223958,-62.537872,36.61535,-28.08157,68.146454,19.883446,9.570375,2.537975,11.893706,2.6759024,-3.7510462,2.9543152,-0.9710898,-7.6747355,-2.4511583,-6.821576,1.9642884,-5.9306436,-2.659589,2.1049306,-7.8861704
NON AI COVER_24_255.wav,NON AI COVER,0.02982312925170068,689.4181955771973,1158.5906308579379,1048.4975179036458,-302.81955,182.42863,14.277899,40.23406,3.9629488,14.565997,6.3193183,-0.07770708,-2.205042,3.7223825,-7.0747805,-0.06433353,0.12607144,-3.6546755,-6.547144,-3.2492688,-7.9010053,-0.9787698,0.29288983,2.6163294
NON AI COVER_23_330.wav,NON AI COVER,0.17670748299319727,3219.9671127679735,2651.8266849122087,6265.863037109375,-82.9068,41.480804,-6.5382504,55.58757,12.949697,10.74132,-3.3043242,16.981033,-2.8018854,1.3148782,1.5922318,2.3472514,-4.066037,-2.013772,-3.9019296,2.5646427,-3.425479,-1.2063949,-2.6772127,-2.372778
NON AI COVER_24_173.wav,NON AI COVER,0.06426303854875283,1639.5310426773563,1618.0051570686346,3473.2259114583335,-247.6874,53.772182,-7.5558505,15.0967245,1.4535491,6.5654917,-2.3850062,6.257255,3.908217,7.399522,0.2679119,6.12152,2.0300906,2.5623274,-0.73009235,-1.0529834,-6.027761,-1.2392671,-0.42351425,4.362391
